"","survey","event_id","latitude","longitude"
"1",202207,30,"60.87731","-174.857715"
"2",202207,33,"59.2925533333","-175.72934"
"3",202207,34,"59.026995","-175.651246667"
"4",202207,35,"58.6499266667","-176.819046667"
"5",202207,52,"58.0548616667","-162.67422"
"6",202207,53,"57.6184133333","-162.70031"
"7",202207,54,"57.2393966667","-162.7251"
"8",202207,58,"58.0528916667","-166.48264"
"9",202207,49,"57.2625833333","-161.50084"
"10",202207,50,"57.9894483333","-161.398193333"
"11",202207,56,"58.2776783333","-165.133451667"
"12",202207,65,"62.9651233333","-174.018741667"
"13",202207,59,"58.3543966667","-167.798618333"
"14",202207,60,"58.7723366667","-169.107385"
"15",202207,62,"62.835825","-172.240338333"
"16",202207,51,"58.220105","-161.378833333"
"17",202207,63,"60.5278966667","-172.006791667"
"18",202207,22,"57.6700166667","-172.752346667"
"19",202207,23,"57.4183233333","-172.6928"
"20",202207,70,"59.8332333333","-176.294998333"
"21",202207,71,"59.0381016667","-174.788951667"
"22",202207,73,"57.5560916667","-172.143133333"
"23",202207,75,"57.0883633333","-171.322443333"
"24",202207,4,"56.1578716667","-165.19191"
"25",202207,5,"55.0010866667","-165.13937"
"26",202207,10,"56.76146","-167.652056667"
"27",202207,11,"56.0934133333","-167.591691667"
"28",202207,67,"61.0671483333","-175.723593333"
"29",202207,74,"57.3092883333","-171.708545"
"30",202207,18,"59.1574866667","-171.771891667"
"31",202207,19,"59.0647033333","-173.06413"
"32",202207,20,"58.5885883333","-172.964881667"
"33",202207,29,"60.2718883333","-174.695956667"
"34",202207,55,"57.5985233333","-163.938811667"
"35",202207,12,"55.7363933333","-168.730425"
"36",202207,17,"57.7782266667","-171.515938333"
"37",202207,9,"57.1695516667","-167.688335"
"38",202207,16,"56.70224","-171.31907"
"39",202207,72,"58.14924","-173.181085"
"40",202207,42,"59.91256","-178.581898333"
"41",202207,44,"59.751285","-177.838075"
"42",202207,64,"62.5068566667","-173.865755"
"43",202207,38,"60.19364","-177.360716667"
"44",202207,13,"56.3187833333","-168.824898333"
"45",202207,15,"57.4120816667","-170.20473"
"46",202207,31,"61.367825","-176.390025"
"47",202207,32,"60.5620883333","-176.139951667"
"48",202207,68,"60.541165","-177.212945"
"49",202207,69,"60.2234933333","-176.987793333"
"50",202207,14,"56.8866866667","-168.89708"
"51",202207,25,"57.5153833333","-173.963803333"
"52",202207,21,"58.5546866667","-172.94195"
"53",202207,37,"60.134085","-177.335285"
"54",202207,45,"60.0757933333","-177.962906667"
"55",202207,41,"60.2623683333","-178.688626667"
"56",202207,36,"59.133655","-176.980295"
"57",202207,2,"55.4778816667","-163.980983333"
"58",202207,7,"56.2310566667","-166.38441"
"59",202207,1,"56.5442033333","-162.774665"
"60",202207,3,"55.4613033333","-163.988528333"
"61",202207,26,"58.3744","-174.182205"
"62",202207,27,"58.7857966667","-174.308311667"
"63",202207,28,"59.3304716667","-174.448578333"
"64",202207,8,"56.6191666667","-166.407058333"
"65",202207,40,"60.6217566667","-178.873315"
"66",202207,39,"60.66989","-177.539858333"
"67",202207,46,"60.4165683333","-178.093581667"
"68",202207,57,"57.359605","-165.206825"
"69",202207,61,"59.9011333333","-169.311283333"
"70",202207,66,"61.6623133333","-175.016613333"
"71",202207,6,"54.6335683333","-165.15414"
"72",202207,24,"57.2406333333","-172.655425"
"73",202207,43,"58.7525666667","-177.47152"
"74",202207,47,"60.9384066667","-178.292915"
"75",202207,48,"61.161705","-177.628131667"
